id,teks,label,kategori
776,Apakah benar bahwa Plagiarisme diperbolehkan selama tugas dikumpulkan tepat waktu. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
777,Apakah informasi ini valid: situs yang meminta PIN ATM untuk bantuan pendidikan dapat dipercaya jika tampilannya mirip website resmi.,tidak_valid,keamanan digital
778,Apakah benar bahwa Plagiarisme adalah tindakan mengambil karya atau ide orang lain tanpa mencantumkan sumber yang semestinya. Mohon dijelaskan secara singkat.,valid,etika akademik
779,Mohon bantu periksa: password akun kampus boleh dikirim melalui chat kepada orang yang mengaku admin.,tidak_valid,keamanan digital
780,"Di grup mahasiswa tertulis bahwa Portofolio dapat membantu mahasiswa menunjukkan pengalaman, proyek, dan keterampilan kepada calon pemberi kerja. Mohon dijelaskan secara singkat.",valid,karier mahasiswa
781,Mohon bantu periksa: Mahasiswa tidak perlu mencantumkan sumber ketika menyalin tulisan dari jurnal. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
782,Mohon bantu periksa: situs yang meminta PIN ATM untuk bantuan pendidikan dapat dipercaya jika tampilannya mirip website resmi.,tidak_valid,keamanan digital
783,Di grup mahasiswa tertulis bahwa Beasiswa resmi hanya diberikan kepada mahasiswa yang menyebarkan pesan ke banyak grup. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
784,Apakah benar bahwa password akun kampus boleh dikirim melalui chat kepada orang yang mengaku admin.,tidak_valid,keamanan digital
785,Tolong cek informasi ini: Mahasiswa baru wajib transfer uang ke nomor pribadi agar bisa mendapatkan akun akademik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
786,Di grup mahasiswa tertulis bahwa IPK adalah Indeks Prestasi Kumulatif yang menunjukkan rata-rata prestasi akademik mahasiswa selama kuliah. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
787,Mohon bantu periksa: Skripsi merupakan karya ilmiah mahasiswa yang disusun sebagai salah satu syarat penyelesaian studi sarjana. Mohon dijelaskan secara singkat.,valid,penelitian dan skripsi
788,Apakah informasi ini valid: Mahasiswa perlu logout dari akun akademik setelah menggunakan komputer umum. Mohon dijelaskan secara singkat.,valid,keamanan digital
789,Ada informasi yang menyatakan bahwa Surat aktif kuliah biasanya digunakan sebagai bukti bahwa mahasiswa masih terdaftar aktif di perguruan tinggi. Mohon dijelaskan secara singkat.,valid,administrasi kampus
790,Bisakah chatbot menilai informasi berikut: sKS adalah Satuan Kredit Semester yang menunjukkan beban studi suatu mata kuliah.,valid,layanan akademik
791,Saya mendapatkan informasi bahwa Presensi kuliah digunakan untuk mencatat kehadiran mahasiswa dalam kegiatan perkuliahan. Mohon dijelaskan secara singkat.,valid,perkuliahan
792,Benarkah Portal akademik resmi dapat diganti oleh link pendek yang dikirim nomor tidak dikenal. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
793,"Apakah informasi ini valid: Pembelajaran daring membutuhkan koneksi internet, perangkat pendukung, dan kedisiplinan mahasiswa. Mohon dijelaskan secara singkat.",valid,teknologi pendidikan
794,Mohon bantu periksa: Mata kuliah pilihan adalah mata kuliah yang dapat dipilih mahasiswa sesuai minat dan ketentuan kurikulum. Mohon dijelaskan secara singkat.,valid,perkuliahan
795,Mohon bantu periksa: Semua informasi viral tentang kampus pasti benar karena banyak dibagikan. Mohon dijelaskan secara singkat.,tidak_valid,literasi digital
796,"Di grup mahasiswa tertulis bahwa Kejujuran akademik diperlukan dalam ujian, tugas, praktikum, dan penulisan karya ilmiah. Mohon dijelaskan secara singkat.",valid,etika akademik
797,Di grup mahasiswa tertulis bahwa Cuti akademik adalah izin berhenti sementara dari kegiatan perkuliahan sesuai ketentuan kampus. Mohon dijelaskan secara singkat.,valid,administrasi kampus
798,"Apakah informasi ini valid: nilai akhir mata kuliah dapat dipengaruhi oleh tugas, kuis, praktikum, UTS, UAS, dan komponen penilaian lain.",valid,ujian dan nilai
799,Apakah informasi ini valid: Akun palsu yang mengatasnamakan kampus dapat menjadi sumber utama informasi akademik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
800,Saya membaca kabar bahwa sKS adalah Satuan Kredit Semester yang menunjukkan beban studi suatu mata kuliah.,valid,layanan akademik
801,Saya mendapatkan informasi bahwa Surat aktif kuliah biasanya digunakan sebagai bukti bahwa mahasiswa masih terdaftar aktif di perguruan tinggi. Mohon dijelaskan secara singkat.,valid,administrasi kampus
802,"Dosen pembimbing skripsi membantu mahasiswa dalam proses penyusunan, perbaikan, dan penyelesaian skripsi.",valid,penelitian dan skripsi
803,Apakah informasi ini valid: mata kuliah pilihan adalah mata kuliah yang dapat dipilih mahasiswa sesuai minat dan ketentuan kurikulum.,valid,perkuliahan
804,Saya membaca kabar bahwa akun resmi kampus biasanya memiliki identitas yang jelas dan terhubung dengan kanal resmi universitas.,valid,literasi digital
805,Saya membaca kabar bahwa Kode OTP beasiswa harus dikirim ke admin pribadi agar bantuan pendidikan dapat dicairkan. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
806,Mohon bantu periksa: KRS adalah Kartu Rencana Studi yang berisi daftar mata kuliah yang diambil mahasiswa pada satu semester. Mohon dijelaskan secara singkat.,valid,layanan akademik
807,Apakah benar bahwa Akun palsu yang mengatasnamakan kampus dapat menjadi sumber utama informasi akademik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
808,Apakah informasi ini valid: beasiswa resmi hanya diberikan kepada mahasiswa yang menyebarkan pesan ke banyak grup.,tidak_valid,hoaks beasiswa
809,Saya mendapatkan informasi bahwa Mahasiswa perlu memperhatikan prasyarat mata kuliah sebelum mengambil mata kuliah lanjutan. Mohon dijelaskan secara singkat.,valid,layanan akademik
810,Apakah informasi ini valid: IPK adalah Indeks Prestasi Kumulatif yang menunjukkan rata-rata prestasi akademik mahasiswa selama kuliah. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
811,Apakah informasi ini valid: mahasiswa tidak perlu mencantumkan sumber ketika menyalin tulisan dari jurnal.,tidak_valid,etika akademik
812,Saya mendapatkan informasi bahwa akun palsu yang mengatasnamakan kampus dapat menjadi sumber utama informasi akademik.,tidak_valid,hoaks digital
813,Saya mendapatkan informasi bahwa KRS adalah Kartu Rencana Studi yang berisi daftar mata kuliah yang diambil mahasiswa pada satu semester. Mohon dijelaskan secara singkat.,valid,layanan akademik
814,Bisakah chatbot menilai informasi berikut: Diskusi kelas dapat membantu mahasiswa memahami materi melalui pertukaran pendapat dan argumentasi. Mohon dijelaskan secara singkat.,valid,perkuliahan
815,Benarkah Mahasiswa perlu memperbarui data pribadi melalui sistem resmi kampus jika terjadi perubahan data. Mohon dijelaskan secara singkat.,valid,administrasi kampus
816,Benarkah password akun kampus boleh dikirim melalui chat kepada orang yang mengaku admin.,tidak_valid,keamanan digital
817,Benarkah Kode OTP tidak boleh diberikan kepada orang lain karena dapat digunakan untuk mengakses akun pribadi. Mohon dijelaskan secara singkat.,valid,keamanan digital
818,Mohon bantu periksa: Herregistrasi adalah proses pendaftaran ulang mahasiswa agar status akademiknya tetap aktif. Mohon dijelaskan secara singkat.,valid,administrasi kampus
819,Bisakah chatbot menilai informasi berikut: mBKM memberikan kesempatan mahasiswa untuk belajar di luar program studi melalui kegiatan yang diakui sesuai ketentuan.,valid,karier mahasiswa
820,Benarkah Beasiswa resmi hanya diberikan kepada mahasiswa yang menyebarkan pesan ke banyak grup. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
821,Apakah informasi ini valid: Magang dapat membantu mahasiswa memperoleh pengalaman kerja dan menerapkan ilmu yang dipelajari di perkuliahan. Mohon dijelaskan secara singkat.,valid,karier mahasiswa
822,Bisakah chatbot menilai informasi berikut: Akun palsu yang mengatasnamakan kampus dapat menjadi sumber utama informasi akademik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
823,Apakah benar bahwa Semua informasi viral tentang kampus pasti benar karena banyak dibagikan. Mohon dijelaskan secara singkat.,tidak_valid,literasi digital
824,Di grup mahasiswa tertulis bahwa mahasiswa tidak perlu memeriksa sumber informasi jika judul berita terlihat meyakinkan.,tidak_valid,literasi digital
825,Tolong cek informasi ini: Akun palsu yang mengatasnamakan kampus dapat menjadi sumber utama informasi akademik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
826,Bisakah chatbot menilai informasi berikut: Kode OTP beasiswa harus dikirim ke admin pribadi agar bantuan pendidikan dapat dicairkan. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
827,Di grup mahasiswa tertulis bahwa Plagiarisme diperbolehkan selama tugas dikumpulkan tepat waktu. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
828,Di grup mahasiswa tertulis bahwa Nilai KHS dapat dinaikkan secara otomatis melalui website tidak resmi. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
829,"Ada informasi yang menyatakan bahwa Informasi valid biasanya memiliki sumber jelas, dapat diverifikasi, dan tidak menggunakan klaim berlebihan. Mohon dijelaskan secara singkat.",valid,literasi digital
830,Benarkah surat aktif kuliah biasanya digunakan sebagai bukti bahwa mahasiswa masih terdaftar aktif di perguruan tinggi.,valid,administrasi kampus
831,Apakah informasi ini valid: KHS adalah Kartu Hasil Studi yang berisi nilai mata kuliah mahasiswa pada semester tertentu. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
832,Benarkah mahasiswa perlu memeriksa nilai melalui portal akademik atau sumber resmi yang disediakan kampus.,valid,ujian dan nilai
833,Saya mendapatkan informasi bahwa Mahasiswa baru wajib transfer uang ke nomor pribadi agar bisa mendapatkan akun akademik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
834,Bisakah chatbot menilai informasi berikut: iPK adalah Indeks Prestasi Kumulatif yang menunjukkan rata-rata prestasi akademik mahasiswa selama kuliah.,valid,ujian dan nilai
835,"Apakah benar bahwa Silabus berisi gambaran materi, capaian pembelajaran, metode penilaian, dan rencana kegiatan perkuliahan. Mohon dijelaskan secara singkat.",valid,perkuliahan
836,Apakah benar bahwa informasi beasiswa tanpa penyelenggara jelas tetap dapat dipercaya jika terlihat menarik.,tidak_valid,hoaks beasiswa
837,Akun resmi kampus biasanya memiliki identitas yang jelas dan terhubung dengan kanal resmi universitas.,valid,literasi digital
838,Benarkah mahasiswa tidak perlu mencantumkan sumber ketika menyalin tulisan dari jurnal.,tidak_valid,etika akademik
839,Apakah informasi ini valid: semua pengumuman kampus dari akun anonim dapat langsung dipercaya.,tidak_valid,hoaks digital
840,"Apakah informasi ini valid: Organisasi mahasiswa dapat menjadi wadah pengembangan soft skill, kepemimpinan, dan kerja sama. Mohon dijelaskan secara singkat.",valid,informasi kampus
841,Tolong cek informasi ini: daftar pustaka digunakan untuk mencantumkan sumber referensi yang digunakan dalam karya ilmiah.,valid,sumber belajar
842,Benarkah literasi digital membantu mahasiswa mengevaluasi informasi sebelum mempercayai atau membagikannya.,valid,literasi digital
843,"Saya mendapatkan informasi bahwa lMS dapat digunakan untuk mengakses materi, mengumpulkan tugas, mengikuti kuis, dan melihat informasi pembelajaran.",valid,teknologi pendidikan
844,Bisakah chatbot menilai informasi berikut: SKS adalah Satuan Kredit Semester yang menunjukkan beban studi suatu mata kuliah. Mohon dijelaskan secara singkat.,valid,layanan akademik
845,Apakah benar bahwa Mahasiswa dijamin lulus semua mata kuliah jika membayar biaya tambahan ke rekening pribadi. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
846,"Benarkah Kejujuran akademik diperlukan dalam ujian, tugas, praktikum, dan penulisan karya ilmiah. Mohon dijelaskan secara singkat.",valid,etika akademik
847,"Saya mendapatkan informasi bahwa Silabus berisi gambaran materi, capaian pembelajaran, metode penilaian, dan rencana kegiatan perkuliahan. Mohon dijelaskan secara singkat.",valid,perkuliahan
848,Benarkah beasiswa resmi hanya diberikan kepada mahasiswa yang menyebarkan pesan ke banyak grup.,tidak_valid,hoaks beasiswa
849,"Apakah informasi ini valid: Pengumuman akademik resmi biasanya disampaikan melalui website kampus, fakultas, program studi, atau portal akademik. Mohon dijelaskan secara singkat.",valid,administrasi kampus
850,"Apakah benar bahwa Dosen pembimbing skripsi membantu mahasiswa dalam proses penyusunan, perbaikan, dan penyelesaian skripsi. Mohon dijelaskan secara singkat.",valid,penelitian dan skripsi
851,Saya mendapatkan informasi bahwa Semua informasi viral tentang kampus pasti benar karena banyak dibagikan. Mohon dijelaskan secara singkat.,tidak_valid,literasi digital
852,Saya mendapatkan informasi bahwa Mahasiswa perlu logout dari akun akademik setelah menggunakan komputer umum. Mohon dijelaskan secara singkat.,valid,keamanan digital
853,Apakah benar bahwa Transkrip nilai memuat daftar mata kuliah dan nilai yang telah diperoleh mahasiswa selama masa studi. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
854,Benarkah portal akademik resmi dapat diganti oleh link pendek yang dikirim nomor tidak dikenal.,tidak_valid,hoaks digital
855,"Apakah informasi ini valid: dosen pembimbing skripsi membantu mahasiswa dalam proses penyusunan, perbaikan, dan penyelesaian skripsi.",valid,penelitian dan skripsi
856,"Saya membaca kabar bahwa silabus berisi gambaran materi, capaian pembelajaran, metode penilaian, dan rencana kegiatan perkuliahan.",valid,perkuliahan
857,Ada informasi yang menyatakan bahwa proposal penelitian digunakan untuk menjelaskan rencana penelitian sebelum pelaksanaan penelitian dilakukan.,valid,penelitian dan skripsi
858,Bisakah chatbot menilai informasi berikut: Mahasiswa perlu membaca modul atau bahan ajar sebelum mengikuti perkuliahan agar lebih siap memahami materi.,valid,perkuliahan
859,Di grup mahasiswa tertulis bahwa parafrase tetap memerlukan sitasi apabila gagasan yang digunakan berasal dari sumber lain.,valid,etika akademik
860,Apakah informasi ini valid: jurnal ilmiah dapat digunakan sebagai referensi akademik karena memuat hasil penelitian yang telah dikaji secara ilmiah.,valid,sumber belajar
861,"Saya membaca kabar bahwa portal akademik digunakan mahasiswa untuk mengakses layanan seperti KRS, KHS, jadwal kuliah, dan informasi akademik.",valid,layanan akademik
862,Di grup mahasiswa tertulis bahwa MBKM memberikan kesempatan mahasiswa untuk belajar di luar program studi melalui kegiatan yang diakui sesuai ketentuan.,valid,karier mahasiswa
863,"Portofolio dapat membantu mahasiswa menunjukkan pengalaman, proyek, dan keterampilan kepada calon pemberi kerja.",valid,karier mahasiswa
864,Apakah benar bahwa mahasiswa dapat mengabaikan aturan sitasi selama tugas terlihat rapi.,tidak_valid,etika akademik
865,Di grup mahasiswa tertulis bahwa situs yang meminta PIN ATM untuk bantuan pendidikan dapat dipercaya jika tampilannya mirip website resmi.,tidak_valid,keamanan digital
866,"Saya membaca kabar bahwa mahasiswa sebaiknya memeriksa informasi beasiswa melalui website resmi kampus, kementerian, atau lembaga penyelenggara.",valid,beasiswa
867,Tolong cek informasi ini: presensi kuliah digunakan untuk mencatat kehadiran mahasiswa dalam kegiatan perkuliahan.,valid,perkuliahan
868,Tolong cek informasi ini: kode OTP beasiswa harus dikirim ke admin pribadi agar bantuan pendidikan dapat dicairkan.,tidak_valid,hoaks beasiswa
869,"Saya mendapatkan informasi bahwa RPS atau Rencana Pembelajaran Semester berisi rencana pembelajaran, capaian, materi, dan evaluasi perkuliahan. Mohon dijelaskan secara singkat.",valid,perkuliahan
870,Ada informasi yang menyatakan bahwa Mata kuliah wajib adalah mata kuliah yang harus ditempuh mahasiswa sesuai kurikulum program studi. Mohon dijelaskan secara singkat.,valid,perkuliahan
871,Apakah benar bahwa Mahasiswa harus mengirim foto kartu identitas dan password email ke nomor pribadi untuk aktivasi kuliah. Mohon dijelaskan secara singkat.,tidak_valid,keamanan digital
